"","geo_type","region","transportation_type","alternative_name","2020-01-13","2020-01-14","2020-01-15","2020-01-16","2020-01-17","2020-01-18","2020-01-19","2020-01-20","2020-01-21","2020-01-22","2020-01-23","2020-01-24","2020-01-25","2020-01-26","2020-01-27","2020-01-28","2020-01-29","2020-01-30","2020-01-31","2020-02-01","2020-02-02","2020-02-03","2020-02-04","2020-02-05","2020-02-06","2020-02-07","2020-02-08","2020-02-09","2020-02-10","2020-02-11","2020-02-12","2020-02-13","2020-02-14","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03"
"83","country/region","Mexico","driving","México",100,100.53,102.35,106.06,127.97,134.25,93.02,99.86,98.24,98.54,103.06,125.88,132.98,91.64,95.34,95.59,97.85,103.95,131.82,138.16,97.29,92.83,97.7,96.65,102.16,123.82,132.78,91.93,98.9,101.42,103.35,114.35,152.62,148.02,103.95,104.15,103.08,104.29,109.57,135.59,146.51,104.9,101.38,99.87,100.1,103.94,131.15,141.72,96.36,94.55,96.33,98.55,103.76,129.77,142.61,96.45,82.96,98.22,99.53,102.63,132.65,142.31,97.35,80.27,75.86,68.46,65.28,69.84,62.58,41.83,46.66,44.21,42.82,44.2,49.05,49.65,35.04,41.52,41.5,41.39,41.34,46.09,45.68,33.35,39.47,40.31,42.44,38.8,35.13,37.77,32.18,39.94,40.05,41.18,41.56,47.31,47.11,35.21,41.68,40.67,41.72,42.08,46.53,47.25,35.53,41.58,42.99,45.62,51.32,47.31,51.89,39.33
"86","country/region","Morocco","driving","المملكة المغربية",100,99.8,101.5,108.9,121.4,143.32,131.57,125.79,130.38,135.43,135.24,140.48,146.61,131.6,106.67,104.64,105.64,105.87,114.12,134.8,125.96,107.51,107.27,113.29,109.6,121.23,140.21,130.78,110.68,110.07,114.3,113.72,128.88,146.06,129.27,117.5,119.15,118.34,121.35,127.93,144.15,134.85,113.4,114.4,114.98,117.64,132.97,145.77,135.07,108.98,108.42,114.44,109.68,124.89,137.16,122.44,103.66,103.35,102.38,96.79,98.86,100.34,74.76,60.04,47.18,41.46,34.18,30.68,17.58,14.92,16.38,15.65,16,15.28,15.79,13.43,13.29,16.03,16.51,16.11,16.09,16.32,16.83,13.94,16.13,16.87,17.35,16.76,17.62,16.1,16.78,18.45,17.09,17.91,17.13,17.69,17.94,16.81,21.17,19.68,21,20.43,19.85,15.74,13.84,17.6,17.69,18.2,19.67,18.69,19.51,16.85
"88","country/region","Netherlands","driving","Nederland",100,103.22,103.86,103.99,104.6,98.09,91.46,101.94,107.74,105.82,104.79,106.71,102.15,93.28,103.13,105.18,103.2,108.34,110.37,104.67,93.48,103.73,106.01,103.7,103.94,113.46,105.38,85.26,110.01,107.62,107.78,113.83,115.13,104.1,90.25,103.31,105.4,107.01,108.99,112.11,96.06,82.67,98,97.72,100.9,104.21,108.37,97.85,90.24,103.68,104.03,104.96,106.67,110.76,105.36,91.72,97.44,94.05,92.55,79.19,72.71,64.97,48.64,51.11,50.11,49.11,48.39,50.67,46.13,39,43.76,45.23,47.52,48.49,52.28,46.08,39.1,46.02,49.34,50.44,51.58,53.67,48.4,46.06,51.96,54.64,58.08,59.73,61.7,52.61,38.99,47.64,53.81,58.3,60.18,61.96,54.33,53.46,58.88,60.3,64.27,66.56,67.43,59.55,53,56.93,61.86,65.49,67.31,69.38,62.34,60.4
"91","country/region","New Zealand","driving",NA,100,102.94,105.58,115.94,107.02,97.92,101.9,103.19,106.85,109.24,128.77,115.17,100.11,103.33,102.37,102.63,103.61,110.78,105.37,91.13,98.12,108.51,119.93,100.48,112.09,107.56,104.48,104.59,110.32,112.65,114.02,135.42,118.38,103.9,107.75,110.15,112.45,115.93,127.27,116.53,105.16,103.24,108.05,110.38,112.87,120.26,111.59,98.86,97.36,101.53,104.21,105.76,117.9,111.65,97.25,97.97,97.82,101,101.58,110.32,103.76,87.15,84,79.91,80.12,76.21,80.46,68.01,55.18,62.7,61.24,47.6,15.98,14.39,11.5,11.1,14.53,15.58,16.47,16.2,16.41,13.63,12.7,16.14,17.09,18.02,19.08,12.05,15.28,11.66,12.05,16.53,16.98,17.32,17.49,14.61,13.15,16.88,18.24,19.53,19.97,21.57,16.95,16.29,17.68,48.2,47.15,44.28,46.83,39.17,28.4,39.73
"94","country/region","Norway","driving","Norge",100,98.43,102.34,105.02,122.49,113.46,114.54,98.58,98.9,102.31,105.37,120.93,113.67,114.26,98.53,99.58,101.29,103.96,121.18,114.8,121.29,99.55,97.63,102.9,105.99,126.73,123.15,126.38,104.17,105.06,109.65,113.14,139.76,128.46,120.93,113.44,111.35,119.43,122.75,131.05,123.29,139.77,105.9,105.34,110.26,108.6,122.45,116.55,116.36,100.98,102.48,106.28,112.1,124.82,111.53,118.28,96.35,93.88,86.81,80.56,73.72,59.14,51.2,56.73,54.58,54.07,55.82,58.87,55.9,53.79,59.29,57.57,59.26,62.82,64.12,61.53,58.65,67.54,69.14,70.62,71.62,76.72,64.39,63.56,81.79,82.87,79.99,71.7,68.83,57.14,65.55,76.24,76.83,80.47,81.25,87.04,84.42,86.32,90.86,91.42,92.76,95,95.99,86.21,93.6,89.08,92.22,97.11,110.62,91.74,94.68,105.28
"97","country/region","Philippines","driving","Philippines",100,100.24,103.21,103.05,118.16,106.21,102.14,96.36,99.39,98.52,107.16,133.99,112.1,102.12,92.9,91.66,91.15,90.35,102.45,95.24,86.73,83.64,82.17,81.29,87.72,107.52,96.73,88.15,83.01,84.3,84.8,90.36,114.94,100.02,91.69,86.92,88.97,86.9,90.84,108.61,102,93.46,95.18,86.95,83.34,84.11,105.69,94.34,85.29,78.76,78.13,77.74,82.83,102.67,93.65,80.64,71.25,67.78,60.2,53.63,63.58,48.06,36.39,35.76,30.72,26.86,23.55,21.6,20.26,19.89,19.51,18.94,18.71,18.52,18.06,17.67,17.98,17.56,17.71,17.1,17.45,17.31,17.06,19.37,19.05,20.37,18.2,17.37,18.34,18.02,19.83,19.55,20.04,19.37,19.94,19.23,17.85,18.39,18.03,18.95,18.37,18.43,18.18,18.09,19.46,19.93,20.3,19.99,21.36,20.64,19.64,21.42
"100","country/region","Poland","driving","Polska",100,101.09,103.79,108.02,122.96,110.25,97.99,102.17,101.87,103.91,106.6,120.92,109.57,97.06,102.26,101.66,105.25,107.4,121.13,110.21,98.24,104.68,104.75,107.42,110.14,127.72,123.46,106.91,107.18,105.5,107.51,112.8,136.51,126.18,111.76,110.33,109.42,112.25,113.5,127.95,115.87,103.59,104.7,106.9,104.46,107.81,122.21,104.55,99.16,101.58,101.5,101.92,104.6,119.81,102.53,96.15,96.24,93.93,88.81,77.49,69.31,50.63,42.34,45.09,45.27,46.22,44.21,43.4,35.54,33.92,39.98,41.65,36.15,37.32,39.82,36.7,31.42,36.85,37.38,36.33,35.78,36.6,29.51,30.2,37.44,39.56,41.94,43.48,40.34,25.88,19.78,26.98,40.16,42.75,43.04,45.54,37.09,37.55,51.06,53.08,55.11,58.92,61.28,50.78,55.53,61.38,65.66,63.44,72.65,57.35,59.62,63.73
"102","country/region","Portugal","driving",NA,100,98.87,98.6,101.02,116.97,124.07,107.25,99.11,100.59,100.62,101.74,116.73,127.65,107.63,98.26,100.63,100.89,108.16,123.61,131.86,116.13,108.11,107.63,114.07,115.19,133.97,141.11,121.32,116.64,114,115.95,119.56,151.81,157.05,130.4,123.16,121.3,122.04,124.48,146.89,161,151.23,148.82,122.44,122.69,121.11,137.48,139.29,117.51,109.9,111.21,112.75,115.23,132.27,148.35,119.55,107.63,104.44,99.32,83.92,77.63,63.77,45.72,42.91,36.97,34.09,25.37,23.05,20.09,18.49,21.86,22.6,22.97,22.11,24.01,20.84,17.95,21.15,22.59,22.27,24.47,24.97,20.79,17.4,23.48,25.35,27.97,21.94,17.58,18.04,16.78,21.54,28.86,27.83,26.62,29.48,27.27,24.61,26.56,28.66,29.74,30.69,32.13,28.66,26.03,31.42,32.54,32.71,37.18,25.16,28.04,30.95
"104","country/region","South Korea","driving","한국",100,98.53,101.94,108.13,122.17,113.73,110.31,108.45,105.33,112.78,134.89,132.5,133.36,119.25,101.94,97.54,95.77,104.55,106.2,83.78,80.08,80.06,77.33,76.93,76.81,85.16,79.42,79.03,81.57,80.72,84.53,85.16,96.68,83.25,76.41,78.7,82.67,81.38,79.4,79.63,67.53,64.55,62.29,62.25,61.46,55.92,55.41,51.12,52.72,52.48,53.41,52.79,53.55,57.92,55.26,56.98,53.45,56.01,54.97,55.19,60.69,54.44,53.37,52.49,54.39,53.18,54.92,65.77,59.72,55.75,56.17,56.38,55.21,54.29,62.41,60.07,56.55,56.24,58.4,59.07,59.06,71.97,65.09,58.14,60.28,59.74,59.07,58.76,69.49,60.85,57.41,59.57,68.22,58.92,58.76,68.86,64.38,55,59.43,57.6,60.3,63.5,71.99,72.07,63.2,63.63,67.8,93.02,89.85,89.36,81.04,81.83
"106","country/region","Romania","driving","România",100,98.15,98.69,99.2,107.51,98.25,93.67,96.71,95.43,95.58,103.59,105.27,96.56,97.4,92.93,91.87,91.41,94.44,100.48,95.8,94.46,92.1,92.72,93.78,89.84,100.86,94.28,93.56,93.72,96.11,98.29,101.33,116.74,105.11,105.2,100.8,99.18,102.38,105.7,115.4,103.33,102.36,96.28,94.67,95.03,93.6,104.1,91.31,89.29,89.36,92.22,92.5,92.41,104.37,95.31,87.57,84.96,82.48,77.04,68.92,64.27,48.99,46.41,48.01,46.57,45.23,43.4,44,35.68,32.11,31.61,31.88,25.69,25.83,25.29,21.3,22.94,28.56,28.38,28.29,28.66,28.21,23.8,25.33,29.72,30.76,31.29,31.13,31.44,24.93,26.6,32.88,34.35,35.52,34.22,28.5,22.38,18.78,25.36,32.29,34.86,36.22,35.73,28.88,32.04,37.36,38.76,40.47,38.31,31.36,30.87,32.63
"108","country/region","Russia","driving","Россия",100,101.13,102,103.86,111.2,107.34,102.74,102.88,105.62,106.04,106.18,114.4,107.62,104.16,105.06,106.76,105.36,107.26,114.67,107.35,103.63,103.43,105.31,107.4,108.56,113.51,105.89,102.91,105.67,108.03,109.87,112.41,124.25,113.37,107.96,107.44,111,112.54,117.7,132.56,119.17,98.03,110.32,107.76,109.73,112.49,118.32,110.44,104.5,103.4,108.29,109.96,116.65,130.31,119.01,101.35,113.87,108.58,109.8,107.6,114.46,108.95,100.08,101.1,103.54,100.43,100.26,106.16,93.22,90.74,93.79,94.91,94.43,95.15,102.53,76.99,65.35,59.68,54.1,47.14,46.17,49.35,45.98,47.82,53.17,57.15,57.54,59.5,62.77,55.68,55.92,59.94,61.43,59.61,58.43,60.45,52.15,50.24,58.62,60.48,60.61,61.54,64.28,58.11,58.5,64.88,67.19,70.31,77.78,67.56,63.76,62.77
"110","country/region","Saudi Arabia","driving","السعودية",100,99.96,97.57,100.88,98.07,83.17,74.13,74.99,76.08,78.25,90.34,92.76,76.29,72.21,82.43,82.12,87.18,110.78,113.37,86.9,79.03,80.53,82.08,86.23,109.87,117.25,88.62,80.81,82.96,83.03,88.06,107.56,110.57,85.45,76.86,79.12,78.7,83.82,105.19,109.71,82.14,76.5,77.67,79.43,86.19,114.36,124.63,89.83,82.2,82.18,84.53,87.61,112.35,115.64,84.32,73.81,81.75,87.86,90.62,95.18,91.31,76.18,68.53,64.75,62.61,62.68,63.68,59.74,49.4,44.73,35.69,38.86,41.65,42.49,40.76,41.49,40.97,42,41.13,42.77,41.52,40.67,42.22,42.68,40.41,38.64,41.62,39.81,40.22,41.6,43.19,40.3,40.43,40.98,38.23,38.76,40.04,41.83,43.09,42.77,44.63,39.31,31.79,33.99,37.79,42.28,44.47,46.03,45.05,46.95,46.68,46.27
"112","country/region","Serbia","driving","Србија",100,92.27,100.9,97.59,106.79,108.43,95.39,90.05,93.26,90.87,91.91,101.85,103.84,98.02,91.87,88.23,90.02,90.26,99.97,110.43,100.38,91.19,90.47,88.18,91.08,101.36,107.92,103.15,93.28,92.82,96.5,101.03,124.44,121,113.23,112.67,95.3,98.57,100.69,113.03,118.52,105.11,89.74,91.5,89.75,92.49,104.89,111.59,106.27,90.39,89.5,90.03,91.33,104.78,114.25,98.59,87.83,83.48,73.01,71.31,71.06,62.42,51.57,43.66,39,35.23,33.87,37.22,32.35,25.81,26.17,23.14,23.38,25.31,26.92,27.23,22.52,28.36,29.01,28.98,27.62,30.62,21.55,22.06,30.2,29.53,29.47,32.63,31.3,20.49,23.29,35.13,33.78,33.71,33.84,28.38,19.39,20.08,26.9,42.32,37.57,40.24,38.58,21.19,27.07,43.5,46.39,45.91,47.26,28.29,38.74,44.45
"114","country/region","Singapore","driving",NA,100,101.95,103.48,112.19,124.68,107.62,100.58,104.77,104.16,103.24,97.99,82.12,84.87,85.04,80.35,77.74,79.51,84.99,98.58,89.63,84.3,84.9,87.91,86.66,90.06,96.27,78.64,75.57,77.83,78.98,79.82,84.98,93.03,77.05,73,77.12,77.77,79.39,83.23,92.76,81.13,76.11,78.15,79.54,81.05,83.14,93.76,82.91,77.65,79.17,79.24,81.32,85.11,94.99,81.06,77.08,77.37,79.71,78.92,79.9,90.07,78.2,75.54,73.21,78.27,76.03,76.03,82.4,68.64,63.64,65.53,64.92,65.26,66.16,69.19,59,60.63,62.49,63.1,62.37,63.77,67.51,60.4,67.85,57.88,41.53,38.14,35.87,37.66,34.53,37.34,36.6,37.98,36.77,38.99,40.78,36.59,38.2,36.78,37.47,37.36,38.4,37.86,34.48,35.94,36.99,37.18,38.37,37.49,39.94,36.42,38.38
"117","country/region","Slovakia","driving","Slovensko",100,101.89,100.42,100.04,109.34,98.69,94.91,95.38,99.44,101.42,102.73,119.31,99.99,96.78,98.29,101.22,100.6,101.16,113.27,96.94,101.62,103.84,104.3,100.71,106.38,117.68,108.21,105.76,100.43,104.5,110.66,110.58,127.24,119.69,112.7,104.5,107.99,111.44,112.03,122.63,107.5,106.68,103.01,105.1,106.02,105.13,112.45,90.88,92.63,98.39,101.52,106.83,107.18,111,91.05,90.48,86.81,83.1,77.78,70.13,58.52,43.65,42.59,42.59,45.02,46.27,48.54,49.77,36,39.63,43.75,46.58,47.58,51.2,56.31,53.08,50.72,52.41,55.05,57.23,58.71,59.76,52.44,59.09,63.27,74.45,43.78,38.23,30.44,31.24,34.41,39.93,68.71,71.72,73.24,74.63,64.27,60.72,70.21,72.28,73.89,78.38,76.76,64.45,76.78,74.29,78.7,73.39,78.5,66.48,70.85,73.32
"120","country/region","Slovenia","driving","Slovenija",100,100.53,102.17,102.85,111.81,103.15,97.65,104.15,101.68,103.34,110.77,121.38,106.5,96.59,94.91,94.7,100.79,99.88,119.45,110.01,99.68,98.7,95.61,104.38,102.34,122.09,115.24,107.58,108.3,112.47,110.07,132.85,186.34,138.04,119.17,106.58,106.6,109.79,116.48,128.85,120.33,120.12,108.21,102.38,101.07,104.61,114.17,102.13,93.93,93.68,97.15,102.24,100.33,109.3,101.14,98.54,88.86,87.04,85.92,68.77,61.01,42.95,38.98,37.13,36.35,37.31,37.72,37.81,28.86,29.99,30.39,31.83,29.42,29.82,32.57,30.45,29.14,27.37,29.48,31.26,29.51,32.16,24.76,28.35,33.66,35.57,36.68,38.77,35.73,24.74,26.31,32.02,33.42,38.77,41.61,44.21,35.1,35.05,43.37,48.51,52.25,51.37,51.99,37.54,35.15,42.26,50.37,53.68,63.5,48.66,53.72,64.14
"122","country/region","South Africa","driving",NA,100,103.33,102.27,101.82,106.8,89.31,84.96,101.47,105.95,104.83,109.54,120.31,106.57,94.5,107.1,109.67,113.23,117.6,136.04,115.99,106.83,114.67,114.47,114.24,118.54,129.46,104.16,99.9,108.61,113.22,114.45,118.92,139.69,110.5,99.72,106.35,108.74,112.9,113.82,129.7,101.39,92.75,103.24,108.55,113.39,119.81,150.31,122.95,104.57,105.13,108.79,110.74,115.87,135.35,116.99,95.31,99.33,105.24,106.1,104.77,125.37,105.36,82.58,80.35,80.59,78.03,77.22,84.49,65.56,51.97,59.26,66.18,75.8,64.77,11.08,9.82,10.91,14.12,15.45,15.95,16.43,17.28,13.46,13.16,17.04,17.49,17.91,18.73,15.98,16.12,13.3,15.87,19.67,21.39,21.44,21.79,17.87,16.33,21.37,20.85,22.04,22.8,24.78,20.96,17.31,19.86,25.15,27.75,31.81,37.95,35.85,34.08
"124","country/region","Spain","driving","España",100,101.06,103.08,107.43,124.86,123.89,101.5,101.95,102.93,106.88,112.59,127.44,127.66,111.82,105.04,106.33,107.78,112.33,132.37,135.93,120.04,107.89,109.43,110.11,114.99,136.32,139.46,119.97,109.85,111.59,114.33,122.29,150.55,151.96,130.41,114.74,118.75,121.59,126.22,150.25,150.06,131.06,122.17,118.88,119.43,131.03,149.81,145.53,124.66,111.16,110.44,113.99,120.11,140.06,142.84,118.78,102.18,98.95,94.52,80.37,71.42,40.29,23.67,22.6,20.05,18.95,16.94,17.59,12.09,10.93,16.88,16.58,16.26,16.55,16.61,11.9,11.5,15.04,15.06,15.23,15.37,15.54,11.85,11.31,16.55,17.53,17.96,14.04,12.48,13.55,12.69,18.16,20.75,20.82,21.06,20.86,15.25,14.62,21.45,21.85,23.46,25.06,24.36,20.08,20.09,26.01,26.92,27.82,31.67,25.78,30.54,30.64
"127","country/region","Sweden","driving","Sverige",100,100.72,103.7,107.45,111.72,119.02,118.63,103.59,105.71,108.07,108.98,120.11,129.88,120.86,105.32,106.1,108.5,110.73,119.31,128.96,124.8,105.05,106.17,110.49,111.58,121.04,131.85,127.06,106.17,109.44,112.45,115.86,127.85,139.42,131.24,108.78,110.86,116.62,119.94,127.9,140.44,135.95,109.91,113.16,114.81,119.45,124.7,134.96,131.01,106.66,107.93,110.3,113.25,120.88,128.48,124.21,103.79,103.06,101.18,92.71,94.36,95.97,92.1,79.3,77.96,78.77,83.49,84.37,89.08,87.35,76.7,78.65,84.11,87.32,90.68,91.84,88.57,80.65,83.41,84.88,84.57,87.5,86.9,90.01,95.39,96.31,102.94,104.48,90.58,79.24,84.58,94.74,91.83,93.95,94.94,100.77,99.89,99.7,94.34,98.03,101.1,101.83,105.29,105.8,103.91,96.6,98.55,102.37,109.08,96.52,107.87,111.54
"130","country/region","Switzerland","driving","Schweiz",100,102.35,108.16,106.47,119.06,112.18,107.38,103.55,105.97,109.5,107.2,120.2,118.59,108.43,100.31,102.79,108.48,110.11,122.29,115.4,102.66,101.26,102.5,108.49,108.21,124.6,125.47,112.56,103.05,104.92,108.31,110.1,129.38,137.92,112.08,108.35,107.76,108.75,111.07,127.62,136.17,108.61,106.53,106.25,107.91,106.6,114.6,114.48,101.36,96.21,98.2,102.72,102.4,111.37,108.9,106.95,95.1,95.25,97.44,86.01,84.32,74.03,70.65,67.59,59.59,57.32,55.1,51.83,40.3,38.61,48.87,50.18,50.97,51.57,55.34,52.01,42.65,50.7,56.12,56.89,58.03,59.52,54.62,56.98,60.38,64.19,66.9,64.73,58.77,59.63,51.83,62.12,66.63,70.18,71.22,72.89,67.98,66.18,68.48,70.2,74.07,75.19,76.14,69.71,69.02,75.27,73.68,75.68,73.85,71.82,66.34,75.09
"136","country/region","Thailand","driving","ประเทศไทย",100,100.25,106.9,106.81,141.87,143.83,118.67,100.95,97.65,98.01,103.47,146.05,146.28,119,98.11,97.32,96.72,100.38,133.01,133.95,111.02,93.53,93.49,97.06,105.41,168.52,150,127.41,107.4,93.27,93.96,101.64,143.78,132.17,106.38,90.95,89.7,91.05,97.43,130.94,132.85,103.78,89.83,89.39,88.22,90.91,127.98,121.03,98.25,86.08,84.61,87.86,97.04,125.92,117.51,96.72,82.55,81.97,81.09,80.51,103.99,98.2,79.89,69.42,68.51,67.41,67.51,76.95,70.01,57.61,50.96,51.8,47.93,39.22,40.34,38,38.91,39.1,39.95,38.74,39.21,39.47,37.32,35.85,36.68,36.23,36.81,37.29,39.11,36.79,35.36,35.08,35.84,36.73,37.6,39.82,39.49,39.47,39.48,40.52,40.33,41.43,45.73,43.67,42.89,42.45,44.17,47.49,58.8,58.41,55.41,51.97
"138","country/region","Turkey","driving","Türkiye",100,103.22,106.28,109.51,139.77,144.21,126.23,113.38,115.78,121.64,121.24,137.22,147.12,139.6,117.38,120.16,125.39,122.1,133.87,142.13,139.13,102.1,106.42,112.39,106.91,118.36,117.66,113.05,101.9,103.9,105.73,111.09,132.79,134.93,127.12,106.28,108.41,109.91,120.13,128.97,140.83,130.08,104.83,108.22,110.9,108.88,118.39,128.76,130.15,104.12,108.92,109.93,114.39,131.88,155.73,144.8,108.78,108.6,106.5,108.97,125.45,126.89,104.01,84.62,74.75,65.02,57.37,58.37,52.37,46.65,47.92,45.92,46.35,46.97,49.46,45.67,39.56,48.6,47.48,45.59,42.85,47.09,33.08,29.09,36.48,35.2,37.06,37.57,38.86,15.04,19.54,43.99,41.94,40.95,45.06,44.15,15.68,22.23,50.03,51.86,50.48,18.02,15.92,15.36,23.55,52.39,50.66,51.62,50.73,19.47,18.88,25.88
"140","country/region","United Kingdom","driving","United Kingdom",100,104.86,106.4,104.28,109.27,108.3,94.3,103.22,107.88,108.79,106.41,113.54,111.13,95.33,101.81,105.64,106.97,105.43,114.55,112.34,96.88,100.79,106.62,107.82,107.32,114.77,111.59,95.17,108.75,108.02,108.95,109.78,119.65,109.55,101.42,118.6,119.26,121.56,118.33,127.35,115.64,101.34,108.75,108.16,109.74,109.6,122.59,115.93,100.48,104.64,108.34,109.59,109.18,118.61,115.05,97.9,101.47,102.73,102.32,94.18,99.62,94.11,76.22,79.05,69.91,66.55,67.07,68.81,56.73,46.81,52.26,38.31,36.16,35.19,36.93,29.6,24.72,32.8,34.38,34.1,34.25,37.6,31.53,27.02,34.74,36.06,36.67,38.05,34.4,31.74,24.46,29.72,38.71,40.02,40.08,41.72,35.18,31.94,39.99,41.19,42.03,42.36,45.69,39.03,34.9,41.8,41.61,42.53,43.52,47.82,42.57,36.61
"143","country/region","Ukraine","driving","Україна",100,104.63,110.48,106.39,111.8,95.55,94.31,102.26,107.91,108.29,106.03,110.47,98.07,95.04,103.26,106.53,105.46,102.67,114.02,95.95,96.06,103.67,111.17,102.51,101.51,108.61,98.27,96.45,104.5,111.6,114.06,115.46,130.95,108.1,105.35,108.7,113.54,116.4,114.54,121.01,106.91,103.98,107.55,112.16,113.88,114.67,123.43,104.01,97.97,107.47,113.7,112.97,118.39,130.33,108.19,94.1,107.63,111.75,117.72,112.55,110.81,86.44,81.77,91.14,92.99,82.7,78.13,77.21,60.22,55.34,63.26,63.45,64.72,68.26,71.84,59.49,61.03,59.44,59.29,59.66,60.86,62.71,54.31,59.03,58.51,64.05,61.8,64.3,64.78,54.75,57.59,64.68,65.56,66.23,68.98,70.43,52.23,47.29,61.87,68.21,71.41,76.66,77.47,65.65,68.41,75.48,82.54,86.13,92.47,79.3,73.36,81.53
"145","country/region","United Arab Emirates","driving","الإمارات العربية المتحدة",100,102.23,99.74,110.59,116.91,106.6,97.66,98.69,97.72,101.27,112.92,116.76,111.29,102.84,101.32,103.87,99.71,112.27,115.3,108.99,100.02,101.2,98.98,104.9,117.21,123.8,108.76,101.18,101.68,103.02,105.41,118.86,122.43,114.35,107.47,107.09,107.74,110.16,124.39,122.5,109.61,102.9,101.68,99.74,103.81,109.68,110.64,100.67,94.02,90.96,89.6,91.01,103.03,104.73,98.91,92.04,90.3,91.39,87.64,85.43,82.88,71.44,71.41,66.4,63.25,58.5,58.9,56.01,55.18,48.19,42.8,46.04,46.16,40.04,32.91,35.17,38.59,40.23,40.25,41.04,39.5,37.06,40.23,37.86,37.87,37.59,39.17,37.21,39.73,42.36,44.16,42.93,42.46,40.74,41.26,39.71,44.19,42.94,44.13,44.64,45.82,42.94,40.26,45.32,47.06,46.52,46.53,49.03,48.12,51.85,52.22,50.56
"147","country/region","United States of America","driving","US",100,102.97,105.19,108.48,125.51,115.04,90.91,102.57,103.07,103.01,107.9,124.7,120.92,87.32,97.97,101.54,102.2,107.61,126.08,122.32,85.25,98.86,101.99,101.77,107.72,124.07,122.87,91.58,102.93,106.75,109.02,118.36,145.4,132.51,102.27,110.78,109.46,110.85,114.86,135.85,134.35,99.48,106.23,110.27,112.36,118.85,139.8,138.41,101.04,107.73,112.98,113.05,119.74,139.98,137.37,101.64,109.65,111.34,110.97,108.49,117.01,102.87,76.16,84.09,77.04,72.84,70.21,74.33,62.31,46.45,55.73,55.52,55.24,56.81,62.22,52.56,42.96,53.53,53.98,55.49,55.64,60.61,52.22,42.19,53.73,55.27,56.21,56.9,63.87,57.51,37.42,54.98,59.3,63.03,64.11,70.71,65.07,52.71,65.15,65,66.49,68,76.68,72.62,57.06,68.77,71.33,71.86,74.98,88.5,84.34,68.08
"150","country/region","Uruguay","driving",NA,100,96.84,92.9,103.48,114.91,115.03,99.48,93.3,90.33,91.99,91.7,105.14,112.73,94.35,86.79,81.38,77.9,86.05,101.42,115.88,83.72,87.54,87.68,90.01,92.01,108.97,108.71,84.47,97.05,91.78,94.52,101.22,124.23,123.6,91.1,94.13,91.29,96.69,99.72,122.52,140,102.44,101.71,101.88,91.86,90.42,99.91,103.88,76.88,85.03,86.79,87.43,87.65,105.24,109.39,80.85,83.25,82.84,83.37,78.45,90.56,63.22,37.71,46.97,35,30.22,28.53,34.77,28.51,17.88,28.96,26.6,25.98,26.87,31.33,24.88,18.69,28.97,28.71,27.48,29.38,38.33,31.06,20.06,31.53,30.47,31.66,30.94,27.61,32.85,24.94,33.68,28.74,33.16,36.07,45.24,38.41,24.94,39.45,40.19,40.1,42.79,48.61,38.88,26.24,38.65,34.07,43.28,52.36,32.9,43.76,34.37
"152","country/region","Vietnam","driving","Việt Nam",100,104.96,108.67,107.09,121.07,130.4,123.99,122.77,120.96,103.91,70.68,56.81,86.48,125.17,153.73,162.96,149.42,137.38,129.97,127.24,107.57,95.5,92.32,92.22,92.86,99.42,105.93,100.68,100.11,103.18,103.9,109.86,122.23,116.4,102.65,97.81,97.44,98.03,99.91,109.38,116.08,105.12,99.68,98.72,96.6,98.42,109.4,121.78,106.65,95.18,93.59,95.46,97.22,106.24,100.88,91.71,81.57,81.99,80.38,76.95,81.5,84.18,78.15,76.46,71.83,69.91,69.79,72.95,74.29,69.43,65.78,65.91,63.38,63.02,62.06,56.53,54.43,53.34,50.55,43.66,43.27,41.82,41.01,42.45,44.08,44.9,44.87,45.84,47.82,46.42,45.59,46.78,48.57,54.63,56.93,57.54,58.19,58.25,58.33,57.64,60.04,64.88,70.48,75.17,74.14,78.11,85.93,125.94,115.6,108.03,107.64,100.71
