"","geo_type","region","transportation_type","alternative_name","2020-01-13","2020-01-14","2020-01-15","2020-01-16","2020-01-17","2020-01-18","2020-01-19","2020-01-20","2020-01-21","2020-01-22","2020-01-23","2020-01-24","2020-01-25","2020-01-26","2020-01-27","2020-01-28","2020-01-29","2020-01-30","2020-01-31","2020-02-01","2020-02-02","2020-02-03","2020-02-04","2020-02-05","2020-02-06","2020-02-07","2020-02-08","2020-02-09","2020-02-10","2020-02-11","2020-02-12","2020-02-13","2020-02-14","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03"
"2","country/region","Albania","walking",NA,100,100.68,98.93,98.46,100.85,100.13,82.13,95.65,97.78,95.39,94.24,93.73,97.06,77.27,83.37,82.73,84.39,88.19,90.79,88.7,79.32,87.12,88.06,99.4,85.84,94.63,99.74,81.41,90.19,90.45,94.16,95.69,109.21,108.4,84.52,96.63,87.38,81.49,87.21,93.52,94.5,74.8,87.25,81.41,77.78,74.5,81.19,87.97,78.42,94.88,95.65,91.13,94.46,103.8,92.92,82.47,87.25,63.37,46.7,37.87,31.43,37.78,37.44,35.95,30.87,33.56,36.84,32.62,27.12,22.64,25.93,25.88,25.42,23.03,28.27,24.69,20.26,22.9,25.93,23.5,26.65,27.76,24.9,23.92,31.13,25.8,29.81,28.96,27.29,27.63,29.59,35.52,38.08,35.48,39.15,34.58,27.76,27.93,36.72,34.46,35.39,34.8,34.63,29,35.22,41.83,37.53,41.49,38.25,38.68,32.28,43.41
"4","country/region","Argentina","walking",NA,100,95.11,101.37,112.67,116.72,114.14,84.54,101.37,106.12,104.91,102.56,104.88,98.83,73.64,94.27,93.86,92.2,96,98.99,97.42,67.21,95.18,96.25,100.39,99.1,105,106.45,73.12,104.2,105.87,111.47,113.2,128.75,103.47,69.12,93.42,111.49,107.02,111.36,124.13,120.44,100.5,96.6,82.59,107.79,110.62,124.18,108.49,68.5,101.01,104.39,108.23,113.92,126.7,112.81,70.94,109.38,109.62,83.06,106.85,104.31,70.31,43.64,51.55,35.57,31.96,29.97,11.75,9.11,6.96,8.36,8.05,10.92,10.53,11.3,10.73,7.77,11.37,9.79,11.78,11.23,12.44,10.97,9.12,11.85,13.49,15.51,14.65,13.58,15.75,10.45,16.35,16.66,17.42,18.18,18.8,17.03,10.59,18.44,19.01,18.47,20.39,22.32,23.31,16.36,18.48,17.49,22.78,24.8,16.62,20.61,12.44
"7","country/region","Australia","walking",NA,100,101.31,101.82,104.52,113.73,100.24,98.57,104.38,108.51,103.88,112.4,117.27,103.02,87.4,96.18,100.57,100.25,100.73,108.69,96.55,92.71,95.77,99.1,97.65,97.97,112.07,88.84,93.13,100.34,101.59,104.56,116.84,129.56,110.5,103.76,102.99,107.3,112.78,116.31,133.9,113.52,103.12,106,109.06,109.52,116.49,135.14,126.02,100.94,101.73,101.17,97.93,111.79,126.09,108.98,89.81,96.18,100.4,100.94,102.38,103.92,84.71,75.67,71.19,68.72,66.9,68.29,72.02,54.18,50.99,46.97,45.55,43.82,45.57,41.88,32.84,40.93,42.68,41.98,39.17,42.38,35.83,31.11,42.02,42.71,43.05,47.21,34.06,35.99,31.33,37.05,45.74,47.1,46.3,47.84,45.82,38.71,43.3,47.28,47.66,47.17,51.03,46.68,39.3,45.09,46.07,44.06,41.71,44.69,46.44,42.74,44.28
"9","country/region","Austria","walking","Österreich",100,101.55,105.59,112.24,123.36,131.05,89.93,100.6,103.3,105.28,110.89,132.87,136.57,92.99,105.8,105.38,107.8,113.19,132.21,148.15,101.66,106.52,106.85,105.75,106.66,126.55,142.55,103.86,110.43,114.55,114.2,123.11,148.29,165.31,113.75,125.35,127.47,125.25,132.26,142.4,166.41,114.7,125.95,125.66,115.47,122.28,129.96,134.42,98.99,111.8,110.27,112.82,120.92,133.87,136.39,97.8,104.56,98.53,93.87,89.3,68.36,55.3,36.38,28.86,25.53,31.77,32.53,32.38,18.54,20.63,23.85,25.22,23.88,25.66,31.85,35.26,27.22,25.06,28.08,31.19,32.78,31.95,31.59,39.51,36.79,39.81,40.71,41.69,40.48,38.8,39.48,33.92,35.47,41.26,45.58,45.03,43.04,32.29,44.2,44.93,47.59,48.07,44.41,43.01,48.66,44.67,47.74,40.06,46.55,46.62,49.18,46.38
"12","country/region","Belgium","walking","België",100,101.46,110.44,118.86,139.1,174.99,111.72,105.08,113.37,119.64,118.63,141.59,174.68,119.37,115.72,119.7,127.83,132.95,160.33,178.82,118.45,118.08,117.56,131.86,137.37,166.1,195.81,107.52,125.29,136.11,141.76,144.84,195.2,235.37,135.03,146.08,156.85,160.02,163.25,168.21,189.77,125.25,145.88,155.27,147.4,144.5,159.23,169.08,113.57,112.05,129.9,137.21,136.47,162.68,209.67,115.49,118.11,116.42,119.12,108.4,91.05,68.37,59.68,55.93,55.2,49.46,41.63,35.99,47.51,53.95,44.24,46.66,48.17,48.13,51.28,56.67,34.5,39.4,45.78,47.55,41.01,46.98,62.98,71.96,53.38,64.11,66.82,66.84,73.06,87.01,73.26,51.46,53.49,65.45,70.6,68.34,53.51,72.05,59.11,61.02,66.65,67.61,65.62,76.05,83.69,60.73,42.77,50.36,51.45,51.8,60.18,74.43
"15","country/region","Brazil","walking","Brasil",100,106.3,104.75,99.05,104.13,101.18,69.84,97.33,105.36,102.28,95.88,104.74,101.07,69.38,98.41,102.94,101.02,100.51,110.22,95.63,65.06,97.15,104.11,103.31,104.21,120.32,114.78,70.93,101.06,106.71,110.43,113.33,126.08,135.5,97.46,109.05,115.3,116.07,121.05,137.47,171.31,153.25,137.77,114.5,82.66,99.98,109.09,106.38,67.92,100.58,107.55,109.92,112.18,122.93,117.49,70.22,106.53,110.43,111.88,105.51,110.67,99.18,58.05,76.8,65.54,54.89,45.14,40.48,29.89,20.98,27.37,27.11,27.96,28.91,32.21,31.1,22.26,31.21,33.58,35.29,35.66,38.21,36.27,25.8,36.09,38.32,40.39,45.27,32.17,42.94,25.18,37.69,37.98,39.29,39.36,42.1,39.17,26.98,39.71,32.11,43.53,44,45,42.06,27.92,40.94,43.22,44.22,48.58,37.63,40.89,28.94
"17","country/region","Bulgaria","walking","България",100,101.9,99.61,100.06,117.97,128.66,99.64,105.3,98.6,104.38,109.35,135.78,144.71,112.89,108.51,110.44,114.54,113.45,132.49,149.6,110.72,113.09,113.9,97.24,100.2,118.28,127.6,104.3,110.33,105.3,112.73,125.87,158.5,150.96,126.15,124.09,124.06,126.79,120.35,141.22,150.27,116.38,112.7,116.58,129,112.06,117.39,130.03,100.06,109.52,109.41,107.28,106.61,130.98,130.53,92.8,89.7,89.06,90.51,93.22,89.76,52.27,30.53,41.08,33.04,33.02,31.87,35.5,27.04,19.15,23.95,23.97,25.17,24.09,25.34,25.2,22.63,30.34,26.9,23.67,29.5,31.4,23.97,20.88,33.13,38.77,37.96,37.29,40.69,35.5,31.65,43.87,37.87,38.12,41.56,37.06,29.05,22.38,26.1,32.51,39.27,43.87,40.44,41.08,30.39,44.21,46.5,44.04,50.01,42.92,41.56,30.17
"19","country/region","Cambodia","walking","ព្រះរាជាណាចក្រកម្ពុជា",100,98.06,99.7,98,106.81,106.84,106.98,102.84,100.7,103.34,100.77,102.84,111.88,105.81,104.47,97.56,101.44,93.49,102.2,109.25,96.36,98.63,94.46,95.93,91.56,98.6,106.78,88.38,91.62,94.23,92.06,91.79,95.33,99.77,91.39,94.39,92.79,96.33,95.99,95.73,96.73,92.79,87.32,87.78,89.02,81.51,88.15,95.36,84.35,86.82,83.31,85.81,83.74,86.25,92.46,79.77,83.51,79.11,75.87,73.87,75.4,74.57,67.12,69.86,60.98,62.35,59.25,60.71,66.15,62.12,56.11,53.47,55.54,54.67,55.44,50.2,56.07,53.97,55.57,56.94,53.6,55.87,54.11,55.17,58.01,50.03,55.31,52.3,58.85,46.3,47.6,43.52,45.49,43.09,44.69,57.64,52.5,55.84,53.47,60.45,58.14,53.91,57.08,53.64,56.38,60.75,48.33,52.77,62.25,59.28,52.1,52.14
"22","country/region","Canada","walking",NA,100,106.29,106.65,108.64,127.43,122.55,90.42,104.92,108.92,112.57,118.17,139.85,136.71,93.37,105.36,111.79,110.13,115.16,138.49,140.12,91.16,102.67,105.91,107.29,108.17,128.56,139.77,93.6,106.26,111.39,112.79,120.1,152.97,152.65,125.23,99.59,114.61,119.86,127.3,152.97,155.76,103.86,109.77,111.42,106.92,107.07,135.19,146.34,102.32,109.77,117.97,123.88,131.76,142.64,147,108.48,113.56,108.1,110.67,106.32,104.32,103,73.82,75.7,65.68,62.44,60.16,59.11,53.11,43.54,45.64,48.44,49.21,46.46,53.57,43.07,38.38,42.36,47.84,49,47.09,48.68,48.35,39.89,51.48,50.34,53.06,52.77,45.36,48.43,40.6,41.76,50.75,50.9,53.45,56.42,56.27,44.6,58.6,51.99,53.94,57.59,63.55,63.76,47.31,61.18,62.65,63.49,62.18,74.84,69.67,65.53
"24","country/region","Chile","walking",NA,100,102.58,103.13,103.74,107.87,86.73,59.44,99.53,98.22,101.48,104.03,105.78,83.2,59.55,100.85,97.6,96.02,101.29,107.44,86.87,60.33,98.79,103.85,106.43,105.25,112.31,93.48,65.7,102.72,104.7,105.16,112.07,120.99,93.08,68.1,106.39,103.2,103.6,106.98,111.69,93.75,65.96,100.87,106.68,105.07,113.44,126.14,94.7,60.64,102.1,107.23,108.74,107.85,119.14,90.39,65.37,103.23,116.27,111.48,108.83,110.85,84.49,45.26,62.42,47.54,37.5,30.19,28.53,18.83,13.13,22.91,23.13,22.76,26.48,18.08,15.84,12.76,19.39,20.33,20.93,21.23,24.07,18.6,14.9,23.62,24.91,23.62,24.52,17.93,18.14,13.69,26.48,26.11,24.78,24.85,29.64,23.92,17.44,27.8,27.92,29.19,28.57,32.79,27.92,18.53,29.59,30.76,32.47,35.1,24.15,27.77,21.48
"26","country/region","Colombia","walking",NA,100,103.15,104.44,102.96,112.65,116.71,101,97.52,102.29,100.24,98.95,113.08,117.66,98.95,91.84,96.66,87.78,100.43,105.35,116.13,97.66,93.94,96.61,103.01,97.18,111.12,124.15,94.51,94.8,95.7,95.7,97.37,109.45,117.66,93.6,94.03,95.51,95.66,96.85,107.59,127.88,105.82,100.57,92.51,95.56,92.46,102.34,114.18,89.88,83.44,87.83,91.74,95.42,99.47,121.48,94.89,83.34,91.36,82,80.53,90.69,101.43,71.69,61.72,54.08,44.63,48.16,41.81,30.26,26.73,32.27,32.22,29.79,29.69,29.26,31.93,32.36,31.17,31.26,33.22,31.93,31.26,33.46,34.84,31.6,35.94,34.75,36.42,37.85,37.47,33.32,33.7,39.05,36.95,32.7,38.71,35.42,35.42,38.33,37.61,37.9,40.53,40.81,41.81,43.82,45.49,48.4,41.43,47.35,42.86,50.64,41.1
"28","country/region","Croatia","walking","Hrvatska",100,103.28,105.83,104.89,117.78,101.14,88.79,96.69,101.8,105.26,104.07,109.04,108,75.8,97.98,95.63,100.15,99.48,119.06,112.15,91.06,104.57,92.12,92.79,103.16,115.26,115.14,88.79,101.8,106.96,107.73,106.49,127.78,140.59,116,109.78,105.26,115.23,119.68,140.79,143.65,115.43,115.11,118.62,95.78,110.22,114.86,113.85,75.8,109.06,105.85,109.6,119.11,127.88,122.35,90.17,102.57,97.48,105.73,87.88,75.7,60.49,50.81,47.23,49.83,43.23,40.69,41.04,24.67,20.4,20.86,18.05,17.06,19.31,22.15,21.21,20.79,24.35,26.22,27.31,31.43,31.65,33.63,33.36,32.17,35.68,36.74,38.59,40.64,33.41,29.04,37.58,28.99,38.64,45.04,47.93,49.7,42.44,37.33,41.75,45.58,48.69,46.1,49.7,42.84,48.84,50.35,40.05,49.65,40.25,39.65,50.07
"31","country/region","Czech Republic","walking","Česká republika",100,99.92,103.24,107.32,136.65,139.38,99.77,98.55,98.78,107.31,110.07,132.94,141.48,103.78,107.72,106.75,108.07,111.73,144.4,158.48,112.81,118.53,110.04,113.82,118.77,155.45,166.52,123.72,110.92,118.46,125.25,137.26,185.6,195.4,140.22,142.74,142.46,137.55,141.99,162.88,183.22,125.01,138.05,141.77,134.97,134.91,155.47,158.14,123.3,121.16,109.33,122.69,125.02,149.8,147.64,119.83,107.93,98.78,95.15,91.76,69.24,47.48,38.08,25.5,24.76,27.42,26.05,24.97,16.13,17.5,22.13,23.98,23.88,23.19,30.46,34.24,21.29,24.69,22.79,28.7,29.93,27.1,29.85,39.6,35.9,40.01,41.79,42.94,42.24,45.52,46.37,24.99,31.2,39.91,45.89,46.11,49.73,36.61,42.91,42.79,47.88,46.28,45.89,41.32,47.72,49.35,49.29,41.11,46.81,46.3,40.08,38.75
"34","country/region","Denmark","walking","Danmark",100,99.31,104.04,107.99,131.4,126.32,96.4,102.74,104.03,108.79,106.78,133.24,133.19,89.04,97.29,105.64,112.5,115.06,146.15,140.82,104.73,105.01,106.31,111.81,110.86,131.5,131.07,77.13,101.2,104.24,104.43,119.29,141.38,125.1,81.17,97.36,107.58,117.17,120.13,145.54,123.99,88.97,100.38,98.78,107.83,115.52,147.94,135.36,96.3,104.5,106.18,111.64,115.88,137.78,143.34,90.9,97.37,93.53,91.86,54.89,62.04,66.91,46.67,55.9,49.84,45.91,56.3,54.85,59.29,50.87,52.11,53.17,56.91,58.8,63.98,64.24,50.9,54.27,60.88,54.62,53.2,58.8,64.62,72.24,80.21,81.1,80.84,72.01,73.72,65.98,69.45,60.65,66.49,70.92,74.24,81.08,82.95,79.49,83.64,86.29,88.04,90.22,88.08,87.26,75.37,75.19,82.19,69.03,68.65,84.29,80.43,86.44
"36","country/region","Egypt","walking","مصر",100,96.45,100.74,103.42,91.93,96.38,97.88,101.38,99.79,109.75,119.96,103.75,107.34,121.22,127.33,117.43,124.53,127.5,119.9,119.24,123.75,120.26,117.73,125.59,121.57,112,114.43,103.05,113.75,111.12,115.16,122.06,113.41,117.62,107.69,105.24,107.74,114.05,116.34,107.23,112.59,104.8,116.83,104.13,115.58,121.44,112.94,114.19,106.62,107.1,110.36,113.06,121.13,108.65,109.45,104.94,100.06,107.23,104.79,46.94,56.68,76.5,83.11,80.05,73.41,68.96,60.49,46.71,50.96,46.19,43.57,40.08,38.74,39.3,28.16,33.44,40.82,38.49,36.95,43.94,42.32,29.81,36.57,43.96,43.17,43.61,40.94,45.35,35.3,40.82,49.41,49.35,49.11,49.72,52.51,36.31,41.7,43.06,32.25,59.58,62.68,54.33,30.91,41.53,50.13,48.17,47.35,49.81,48.88,49.03,51.98,54.45
"39","country/region","Estonia","walking","Eesti",100,103.31,104.45,110.69,155.25,171.56,112.09,112.74,115.92,108.77,118.56,175.98,219.43,121.61,108.12,108.84,128.6,135.55,161.36,192.75,114.59,108.64,119.53,120.6,127.69,196.82,220.8,123.63,119.17,130.58,134.71,150.6,229.51,219.01,154.76,171.89,167.24,171.89,189.11,194.57,169.81,164.25,146.77,175.53,154.53,175.07,188.3,185.28,109.68,117.16,115.63,108.64,137.73,186.29,214.04,143.26,121.16,120.7,110.63,95.06,100.32,82.78,64.93,48.13,56.22,44.75,62.43,71.92,57.43,67.11,54.79,56.87,53.1,57.36,61.33,64.54,46.86,39.42,42.93,46.77,45.17,44.85,59.18,67.08,68.22,71.63,70.69,62.95,65.19,66.62,36.01,52.03,50.7,48.52,44.39,70.95,67.08,62.63,74.13,84.21,91.42,87.88,77.58,72.54,70,66.95,47.25,70.65,78.62,91.55,59.18,76.34
"42","country/region","Finland","walking","Suomi",100,96.91,101.01,104.8,112.42,112.51,90.11,99.27,99.25,100.64,102.29,112.82,118.59,88.15,88.29,93.69,96.89,96.88,113.66,110.28,88.05,95.61,98.57,101.36,99.76,112.11,119.42,85.15,92.14,103.36,102.25,120.51,121.65,111.39,79.1,95.11,103.72,106.41,100.89,109.28,103.71,94.74,102.21,107.1,107.46,105.78,116.57,120.73,80.62,97.4,99.25,90.1,97.26,120.2,120,92.45,91.69,86.45,84.57,82.82,78.52,79.46,61.04,59.95,55.71,59.53,64.98,65.1,59.87,59.37,56.94,60.08,59.56,64.57,66.85,69.55,61.07,59.04,55.83,65.26,59.47,57.82,70.28,71.09,69.57,70.32,75.25,70.02,68.27,70.36,40.75,66.49,59.72,61.18,61.08,70.16,77.97,80.01,78.78,96.17,83.97,83.75,73.4,69.58,77.01,79.51,70.97,70.35,83.1,70.98,69.88,91.61
"45","country/region","France","walking",NA,100,105.95,108.49,121.22,117.98,135.17,79.07,86.45,90.11,91.4,95.75,112.71,117.06,66.53,77.64,84.94,95.11,93.85,108.5,126.17,70.78,83.3,86.31,94.07,99.16,106.88,117.98,66.62,80.08,86.83,93.75,95.63,117.96,126.34,74.44,86.9,95.91,94.03,99.23,108.42,120.95,75.84,88.4,89.42,90.61,90.86,106.25,109.99,61.23,73.5,83.57,82.79,83.03,98.34,112.37,61.73,72.76,77.48,84.66,79.25,79.32,75.85,39.6,31.2,18.24,17.24,18.13,15.84,12.37,10.7,17.67,17.57,16.13,15.08,14.87,14.26,10.44,12.95,14.09,14.68,14.64,15.13,14.93,14.45,14.9,16.18,16.23,16.66,17.09,15.5,12.49,13.84,17.36,18.07,18.22,18.3,15.95,13.91,17.37,18.56,19.22,19.68,18.93,17.08,16.18,17.7,19.22,18.96,18.88,15.67,17.84,17.45
"48","country/region","Germany","walking","Deutschland",100,104.04,107.18,110.76,124.13,137.91,91.01,99.26,102.36,100.62,104.64,119.37,135.62,89.33,99.07,98.48,99.88,106.28,127.99,139.86,91.42,104.16,105.5,108.79,109.22,128.59,150.13,86.21,91.76,104.04,108.17,112.38,141.37,161.49,98.68,111.55,115.71,109.61,121.49,131.42,149.93,93.4,114.25,106.82,99.85,104.58,123.05,138.07,95.72,102.74,103.29,101.89,102.6,116.04,140.22,93.98,96.92,90.68,96.4,89.79,88.28,95.38,75.8,71.25,61.98,57.99,51.98,45.37,36.4,42.76,42.11,43.85,43.83,45.78,52.26,58.85,33.95,42.5,47.88,50.5,50.82,48.24,59.17,75.42,66.13,66.37,67.94,65.26,73.42,67.61,67.93,54.13,55.07,63.21,69.23,69.5,69.57,75.93,66.52,66.47,68.86,72.15,68.32,72.98,81.52,70.04,59.81,59.04,60.08,59.29,59.26,75.48
"50","country/region","Greece","walking","Ελλάδα",100,100.5,101.91,108.84,119.88,127.75,96.49,95.3,97.66,101.94,102.57,121.64,134.75,100.5,93.13,101.26,104.46,107.8,125.02,138.69,109.39,98.14,105.77,93.43,99.78,132.73,137.33,112.88,106.25,111.08,113.07,126.92,150.06,157.11,124.49,126.22,127.66,125.98,137.67,139.05,145.35,121.81,115.7,111.79,107.21,113.48,129.68,139.7,118.77,91.9,98.65,99.79,114.1,126.03,133.12,100.1,91.15,102.25,95.05,86.04,74.54,50.63,33.98,32.14,30.5,27.43,26.74,28.3,25.9,24.36,19.06,22.32,19.32,19.58,19.62,23.65,25.96,28.28,27.69,23.12,28.03,22.87,18,18.24,23.48,24.17,28.55,30.81,34.68,37.26,38.27,36.54,36.18,33.85,37.48,41.43,35.23,31.9,35.52,34.05,32.44,37.04,41.82,44.45,43.12,42.65,43.64,41.53,43.09,42.87,41.02,40.67
"52","country/region","Hong Kong","walking","香港",100,109.2,114.16,117.93,143.42,127.53,113.68,127.75,120.06,110.21,92.92,66.38,52.37,58.63,55.42,56.55,55.99,50.6,52.98,46.35,46.4,46.9,49.33,44.48,47.15,53.91,47.96,47.57,45.78,45.74,44.96,51,61.39,49.16,42.81,49.14,51.68,51.24,53.59,61.74,57.89,52.22,46.86,45.66,49.5,52.71,61.24,60.19,52.72,53.29,53.31,51.59,55.22,65.62,60.46,51.5,54.07,55.3,54.21,57.73,67.49,67.76,58.36,54,51.35,52.49,52.87,58.75,54.44,49.36,47.1,48.96,43.76,48.02,47.82,36.9,35.75,39.75,40.49,40.95,40.47,45.05,39.78,36.73,42.78,49.41,48.01,47.64,46.26,42.36,45.68,45,46.13,45.21,46.74,53.6,47.14,45.08,44.21,42.03,40.47,45.89,53.71,50.14,53.44,53.73,52.13,57.35,55.68,62.41,52.18,52.22
"54","country/region","Hungary","walking","Magyarország",100,98.25,101.86,110.46,136.71,145.18,108.11,107.47,106.77,103.21,117.62,142.79,153.95,112.8,109.44,102.61,109.15,116.83,157.38,174.54,129.25,120.6,110.22,115.56,122.52,161.51,172.34,131.13,124.09,124.28,126.22,150.42,197.69,213.12,157.31,154.17,155.29,151.08,154.68,177.67,197.02,148.71,142.09,145.36,130.52,137.68,162.94,173.19,124.33,124.88,116.17,116.51,130.14,151.47,167.64,121.01,115.38,111.2,106.96,105.23,97.61,87.03,66.04,53.75,41.43,37.07,34.35,34.52,20.95,18.2,19.58,23.57,21.56,24.66,31.49,24.24,25.2,23.39,25.76,26.6,28,31.41,32.26,31.61,32.77,33.82,34.73,36.07,29.05,27.11,23.2,24.21,29.87,32.32,35.92,36.78,32.14,25.77,33.59,32.91,34.61,36,37.25,31.65,31.17,34.42,36.87,33.26,38.1,30.11,33.69,29.76
"56","country/region","Iceland","walking","Ísland",100,101.26,88.81,102.24,111.77,115.61,99.3,93.05,100.09,88.23,81.81,112.09,113.13,98.29,94.26,96.78,96.23,100.36,121.79,125.25,98.1,93.71,105.88,102.84,112.92,127.14,125.48,107.53,100.23,108,103.75,98.7,115.91,128.74,107.63,113.26,119.59,109.81,120.32,145.76,130.87,102.17,104.09,101.34,93.67,100.72,141,129.66,109.79,100.55,105.74,95.65,110.75,132.88,135.37,100.58,93.58,103.75,86.93,92.24,96.95,85.46,57.16,57.63,58.14,43.2,39.08,37.48,30.06,18,26.84,33.5,28.46,30.64,32.96,31.79,24.52,29.45,27.91,33.01,39.64,37.63,26.55,15.88,33.22,41.62,50.23,27.85,22.99,33.45,23.2,24.54,40.58,38.27,39.66,43.18,29.04,26.12,32.88,42.77,44.46,31.56,46.7,46.33,37.74,41.56,48,42.22,57.53,40.09,44.07,34.97
"58","country/region","India","walking","भारत",100,99.18,104.08,107.41,113.91,128.02,113.39,107.91,104.55,105.83,103.4,109.91,121.16,111,110.66,106.98,111.35,110.41,117.08,125.96,113.76,110.57,113.23,111.12,112.76,121.71,131.52,124.04,111.18,110.37,114.14,113.44,126.82,128.87,123.88,112.46,111.89,111.1,110.89,118.27,124.28,115.85,106.89,111.47,111.23,109.51,116.43,120.97,113.13,108.29,107.65,105.65,103.11,109.83,117.79,106.42,90.04,89.34,100.42,97.44,97.9,99.09,92.1,86.17,81.66,78.34,67.58,57.93,41.11,32.88,35.93,29.32,30.33,32.03,34.4,32.85,29.93,27.18,25.45,24.93,24.43,24.82,22.82,24.73,23.12,23.14,25.39,24.81,24.58,25.07,25.78,25.26,27.15,26.54,26.11,25.17,24.87,25.94,25.95,25.3,25.55,24.78,24.67,24.71,25.32,26.66,26.13,26.04,26.21,27.86,26.4,29.57
"60","country/region","Indonesia","walking","Indonesia",100,100.61,97.86,100.22,114.75,128.47,107.06,103.86,100.7,104.28,102.69,125.3,131.44,111.84,106.66,106.36,100.34,99.32,118.64,131.66,113.51,103.42,102.42,103.29,103.7,115.09,129.25,110.41,102.7,98.81,97.3,102.12,116.83,125.67,102.73,95.96,95.66,97.78,100.52,114.25,125.6,99.26,96.88,93.63,91.96,91.42,111.25,119.76,97.89,94.71,95.13,90.37,95.05,110.2,117.99,96.21,89.48,91.21,88.5,86.82,98.41,98.25,75.32,66.82,62.19,59.46,50.97,51.77,48.79,39.75,36.13,30.27,29.63,31.52,33.03,31.91,31.08,30.86,32.03,31.54,32.61,33.73,33.81,32.51,32.38,31.5,32,30.48,32.73,33.32,31.55,33.06,33.3,33.34,33.65,32.29,34.45,32.54,32.83,32.51,33.64,28.66,29.41,29.9,30.85,28.65,29.38,32.21,31.92,33.96,34.21,34.31
"63","country/region","Ireland","walking",NA,100,114.6,120.48,122.95,150.65,175.73,126.37,127.41,127.55,129.52,130.33,156,190.76,122.35,115.36,116.22,122.18,128.04,175.5,206.81,124.82,117.6,127.82,127.67,132,174.38,197.61,108.3,113.22,109.18,122.11,138.83,189,188.57,142.91,151.15,151.25,148.25,158.63,183.1,187.93,122.82,112.99,111.89,124.55,144.98,176.19,172.66,130.99,129.56,144.34,136.1,141.67,172.4,196.24,141.37,131.54,128.47,112.82,100.76,112.43,105.11,71.27,51.6,43.18,38.47,38.24,38.59,32.55,37.08,31.74,29.7,30.01,29.07,53.96,39.39,25.59,23.71,24.82,24.31,22.83,25.53,25.31,20.34,25.45,30.37,30.79,27.46,30.13,29.79,18.13,25.9,27.7,29.83,29.35,30.7,30.34,33.53,37.78,35.95,33.16,30.47,31.67,33.02,25.01,27.83,28.29,24.11,25.52,37.79,36.32,31.92
"65","country/region","Israel","walking","ישראל",100,101.98,104.91,121.5,86.39,82.07,80.85,84.88,81.95,99.01,108.37,80.64,85.31,97.66,96.74,98.84,98.81,113.02,88.92,78.1,98.42,96.66,97.39,97.2,117.82,83.59,70.27,90.08,96.19,100.42,113.38,135.79,117.4,106.47,108.05,114.34,116.67,98.66,133.22,114.74,95.16,110.63,109.24,111.03,114.56,143.74,121.7,89.6,125.46,156.89,112.06,111.92,126.62,96.73,95.02,117.09,136.92,120.62,99.26,72.54,45.74,48.75,59.38,59.39,31.9,30.67,28.44,18.87,23.3,31.77,33.54,38.82,44.87,30.37,24.13,23.68,27.74,27.93,26.4,25.02,27.48,21.9,22.87,28.63,31.95,33.68,17.78,19.78,19.79,23.75,32.28,35.2,24.74,23.93,37.62,32.06,37.64,45.84,40.92,41.39,42.49,48.41,31.87,37.95,52.92,45.27,39.05,35.01,56.47,43.47,48.44,61.45
"68","country/region","Italy","walking","Italia",100,102.1,104.86,107.32,122.71,142.38,109.49,99.19,102.26,105.19,109.44,126.34,150.68,111.59,101.22,104.22,109.74,110.64,127.71,149.16,118.22,108.19,108.79,108.09,111.82,131.64,160.32,118.67,108.86,117.98,122.37,132.34,170.85,194.34,144.17,123.94,131.03,132.99,142.68,158.11,181.74,129.3,107.66,94.26,82.94,83.27,92.59,100.06,65.47,63.94,70.14,71.71,66.63,71.88,76,51.9,39.86,29.4,27.09,18.21,18.09,16.08,15.86,15.68,15.33,15.07,15.84,17.33,16.08,11.41,13.05,13.67,12.87,12.67,14.16,14.86,10.97,12.89,13.93,14.45,14.92,16.03,16.48,13.05,14.64,16.42,17.47,19.14,21.25,20.58,11.43,12.05,15.41,17.06,17.77,18.86,19.21,15.37,14.46,16.56,17.21,18.54,20.51,19.33,20.11,19.86,18.61,20.08,21.15,19.86,24.94,25.42
