"date","country","country_id","iso3","region","deaths","cumulative_deaths","confirmed","cumulative_confirmed","geometry"
"2020-01-08","Thailand","TH","THA","SEARO",0,0,1,1,list(list(c(105.2, 103.161, 102.411, 102.399, 102.508, 102.524, 102.776, 102.728, 102.901, 102.911, 102.695, 102.353, 102.344, 101.937, 100.952, 100.806, 100.198, 99.964, 99.268, 99.289, 99.867, 100.656, 101.567, 102.091, 101.833, 101.477, 101.197, 101.063, 100.762, 100.229, 100.121, 98.876, 98.597, 98.289, 98.242, 98.754, 99.621, 99.161, 99.075, 98.255, 98.801, 97.753, 97.534, 97.754, 97.834, 98.026, 98.883, 99.595, 100.085, 100.489, 100.512, 101.225, 101.312, 101.179, 100.996, 101.149, 101.355, 
102.08, 102.725, 103.372, 103.962, 104.744, 104.766, 105.371, 105.61, 105.536, 105.2, 14.343, 14.305, 13.527, 13.164, 13.006, 12.687, 12.435, 12.157, 11.764, 11.647, 11.972, 11.891, 12.257, 12.558, 12.719, 13.433, 13.406, 12.155, 10.389, 9.435, 9.132, 7.178, 6.775, 6.241, 5.81, 5.88, 5.649, 6.155, 6.423, 6.648, 6.422, 8.021, 8.123, 7.995, 8.864, 10.389, 11.867, 13.105, 13.843, 14.994, 16.288, 17.823, 18.396, 18.653, 19.389, 19.672, 19.819, 20.288, 20.353, 20.191, 19.588, 19.539, 18.989, 18.592, 17.666, 
17.523, 17.67, 18.155, 17.898, 18.405, 18.285, 17.407, 16.548, 15.863, 15.563, 14.678, 14.343)), list(c(100.184, 100.006, 99.834, 99.858, 100.184, 9.625, 9.312, 9.427, 9.644, 9.625)))
